4	13	32
3	16	37
2	19	43
6	21	40
7	23	44
6	26	48
8	28	48
10	29	48
13	31	48
9	33	48
10	35	46
15	37	48
22	39	50
28	40	50
24	41	51
30	42	51
32	43	52
32	44	52
30	44	56
26	45	56
30	46	56
35	46	56
32	47	56
35	48	56
30	48	58
38	50	58
36	50	60
38	52	58
40	53	60
40	54	64
40	54	64
40	55	64
44	55	64
40	56	64
44	57	64
48	58	64
40	58	64
44	60	64
44	61	64
48	62	64
48	62	64
48	62	64
48	62	64
48	62	64
48	63	64
48	63	64
48	62	64
48	62	64
48	62	64
48	63	64
48	62	64
48	62	64
48	62	64
48	63	64
48	63	64
52	63	64
48	63	64
48	63	64
48	63	64
52	63	64
48	63	64
48	63	64
48	62	64
48	63	64
44	63	64
48	62	64
48	63	64
48	62	64
44	62	64
48	63	64
52	62	64
48	62	64
52	63	64
48	63	64
48	63	64
48	63	64
48	63	64
48	62	64
48	63	64
48	62	64
48	63	64
48	63	64
48	62	64
52	63	64
48	63	64
48	63	64
48	62	64
48	62	64
48	62	64
52	62	64
48	62	64
48	63	64
48	63	64
48	63	64
48	63	64
48	63	64
48	62	64
48	63	64
48	62	64
48	63	64
